RecID,First Name,Surname,Gender,Age,Date of birth,Years of experience,Education Level,Country,Performance,Assembly,Machining,Welding,Additive,Painting,Control,Quality,Planning,Services,Shipping,spoken languages
3231546KKW,Sybil,Simpson,female,52,25/10/1969,10,bachelor,Brazil,E,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,"EN,F,SP,GE,IT,"
4605073NBN,Betty,Draper,female,19,10/09/2002,0,upper secondary,Netherlands,99,NO,YES,NO,NO,NO,YES,NO,NO,NO,YES,"EN,F,NL,IT,"
3167754CBI,Russell,Long,male,30,08/01/1991,4,master,Bulgaria,83,YES,NO,YES,NO,YES,NO,YES,YES,YES,NO,"EN,SP,GE,IT,"
2842508UXJ,Gordon,Trofholz,male,53,26/08/1968,4,doctorate,Slovakia,E,YES,YES,NO,NO,YES,YES,YES,YES,NO,YES,"EN,NL,GE,"
6407734INU,Amy,Valen,female,58,28/05/1963,21,technical,Germany,98,NO,YES,NO,YES,NO,YES,NO,YES,YES,NO,"EN,F,GE,"
8639687TJH,Brian,Melendez,m,19,25/01/2002,0,master,Poland,69,YES,YES,YES,NO,NO,YES,NO,YES,YES,NO,"EN,F,SP,NL,GE,IT,"
8636664BJQ,Sheree,Tedder,female,48,26/12/1972,22,upper secondary,Greece,12,NO,YES,NO,YES,YES,NO,YES,NO,NO,YES,"SP,NL,"
8528023DJH,Stephanie,Terry,female,65,18/04/1956,23,master,Sweden,D,YES,NO,NO,YES,YES,NO,NO,YES,YES,NO,"F,IT,"
2480052ESX,Donald,Helmer,male,59,14/04/1962,23,master,Republic of South Africa,E,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,"EN,NL,IT,"
3880281VKC,Herbert,Pollard,male,25,07/07/1996,0,master,Ireland,D,YES,NO,YES,NO,NO,NO,NO,NO,NO,YES,"F,NL,GE,"
3264904CFO,Mary,Sobus,female,34,15/07/1987,8,technical,Republic of Congo,E,YES,YES,NO,NO,NO,NO,YES,YES,YES,NO,"EN,NL,GE,IT,"
2550084TUM,Chelsea,Eastwood,female,62,23/10/1959,34,upper secondary,Bulgaria,A,NO,YES,YES,YES,NO,YES,YES,NO,YES,YES,"SP,GE,IT,"
9920442SSB,Gregory,Overman,male,22,19/07/1999,0,technical,France,11,YES,NO,YES,YES,NO,YES,YES,NO,NO,NO,"SP,NL,"
0245769NFQ,Dorothy,Acres,female,59,05/07/1962,11,doctorate,Republic of Cyprus,E,NO,YES,YES,NO,YES,NO,YES,NO,NO,NO,"EN,NL,IT,"
2779316ZCW,Penny,Clement,f,21,06/11/2000,-1,upper secondary,Denmark,E,NO,YES,YES,NO,YES,YES,NO,NO,YES,NO,"SP,NL,GE,"
1665130YSS,Ray,Fernandez,male,22,12/08/1999,0,bachelor,Greece,85,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,"EN,SP,GE,"
4262189RBW,Fred,Greenwood,male,63,11/07/1958,34,master,USA,A,YES,NO,YES,NO,YES,YES,YES,NO,NO,NO,"SP,GE,IT,"
3299395WAW,Mike,Richards,male,63,07/08/1958,32,technical,Belgium,A,YES,NO,YES,NO,NO,NO,YES,NO,NO,YES,"SP,NL,IT,"
6101793PIJ,Kevin,Landaker,male,39,18/06/1982,12,bachelor,Italy,68,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,"F,SP,NL,GE,IT,"
0440159BAX,Shelley,Mcguire,female,28,15/09/1993,2,upper secondary,Italy,97,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,"EN,"
4171044DNF,James,Davidson,male,57,15/11/1964,22,upper secondary,Spain,66,YES,NO,YES,NO,NO,NO,YES,NO,YES,YES,"F,SP,NL,IT,"
2847773RJO,Teresa,Lawson,female,52,08/06/1969,22,technical,Luxembourg,100,NO,YES,YES,NO,YES,NO,YES,NO,NO,YES,"EN,SP,GE,"
1620091COB,John,Jennings,male,52,31/10/1969,15,doctorate,Estonia,8,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO,"EN,IT,"
3741017FNN,Billie,Hurst,female,54,20/06/1967,28,master,Poland,E,YES,NO,NO,NO,YES,YES,YES,YES,YES,YES,"EN,SP,NL,GE,IT,"
7159864KOD,William,Wright,male,61,17/11/1960,5,upper secondary,Hungary,B,YES,YES,NO,YES,NO,YES,YES,NO,NO,YES,"NL,"
0848057VVW,Bernard,Sanchez,m,38,16/11/1983,12,upper secondary,United Kingdom,42,NO,YES,NO,YES,NO,NO,NO,NO,YES,YES,"EN,F,NL,GE,IT,"
6809125BWA,Nancy,Walls,female,65,19/06/1956,30,master,Brazil,B,NO,YES,YES,NO,NO,YES,YES,NO,YES,YES,"SP,NL,GE,"
8880548KME,Steven,May,male,64,21/04/1957,7,master,Slovakia,E,NO,YES,NO,YES,NO,YES,YES,YES,YES,YES,"GE,IT,"
0167569WAG,Bill,Sifre,male,40,15/06/1981,2,master,Malta,87,YES,YES,NO,NO,YES,NO,YES,NO,NO,NO,"EN,GE,"
4362241ABL,Clarence,Talbert,male,44,30/05/1977,18,master,Latvia,61,NO,NO,NO,YES,NO,NO,YES,NO,NO,YES,"EN,F,SP,"
3857324DZX,Ella,Theuret,female,65,28/01/1956,8,bachelor,Lithuania,10,YES,NO,NO,YES,YES,YES,YES,YES,YES,NO,"F,SP,NL,IT,"
6887799TVQ,Brittani,Hutt,f,46,17/03/1975,18,technical,Italy,C,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,"F,NL,GE,"
0494061XGD,Richard,Edwards,male,18,20/04/2003,0,doctorate,Denmark,C,NO,NO,YES,NO,YES,NO,NO,YES,YES,YES,"EN,F,NL,"
5641561XDF,Doris,Earley,female,55,21/02/1966,26,master,Brazil,E,YES,NO,NO,NO,NO,NO,NO,YES,NO,YES,"EN,SP,NL,GE,IT,"
1594758GDR,Margaret,Sollie,f,37,12/08/1984,11,bachelor,Australia,4,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,"EN,NL,"
7040316OMA,Carlos,Jacobsen,male,30,15/11/1991,4,upper secondary,Slovenia,52,YES,NO,NO,YES,YES,NO,NO,YES,NO,YES,"F,SP,IT,"
5304393NEP,Mary,Garcia,female,49,07/04/1972,23,technical,Republic of Congo,57,NO,NO,YES,NO,NO,YES,YES,YES,NO,YES,"NL,GE,"
1808872IHP,Yasmine,Harris,female,37,07/08/1984,11,doctorate,Poland,B,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,"EN,F,SP,NL,IT,"
9400605UBU,Vernon,Jaillet,male,42,06/06/1979,16,doctorate,France,34,YES,YES,NO,NO,YES,YES,YES,YES,NO,YES,"EN,F,SP,NL,IT,"
0070373OAF,Marsha,Beck,female,66,16/02/1955,12,technical,Luxembourg,A,NO,NO,NO,YES,NO,YES,YES,YES,NO,NO,"EN,NL,GE,IT,"
2948739MGK,Benny,Habicht,male,26,07/06/1995,0,technical,Malta,C,NO,YES,YES,YES,YES,NO,NO,YES,YES,NO,"EN,F,NL,GE,IT,"
1892877HHH,Amanda,Jackson,female,33,21/09/1988,7,master,Bulgaria,B,NO,YES,NO,YES,NO,NO,NO,YES,NO,YES,"SP,NL,GE,"
4255989WTQ,Velma,Woodyard,female,40,26/04/1981,12,technical,Slovenia,7,NO,YES,NO,YES,NO,YES,NO,YES,NO,YES,"EN,GE,"
7882707YAH,Billy,Heitzman,male,51,02/12/1970,25,technical,Poland,22,YES,YES,NO,YES,YES,NO,NO,NO,YES,YES,"NL,GE,IT,"
7671216JSU,Robert,Jewell,male,41,31/01/1980,15,upper secondary,Belgium,D,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,"F,NL,GE,IT,"
1294552BTR,Nancy,Stanley,female,22,03/02/1999,0,doctorate,Ireland,30,YES,NO,YES,NO,NO,YES,YES,YES,NO,YES,"F,SP,NL,IT,"
3337182MFP,Lawrence,Beverly,male,48,04/07/1973,2,master,Germany,29,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,"EN,GE,"
1249845JKM,Roger,Miner,male,59,17/03/1962,33,doctorate,Denmark,E,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,"GE,IT,"
0685093DEN,George,Mills,male,35,15/03/1986,9,technical,Belgium,C,YES,NO,YES,YES,YES,NO,NO,NO,YES,YES,
2300123UGH,John,Dance,male,20,21/05/2001,0,technical,Poland,A,YES,NO,YES,NO,NO,YES,YES,YES,NO,NO,"EN,F,SP,NL,IT,"
5478842MIF,John,Bedard,male,56,13/09/1965,23,doctorate,Malta,76,YES,NO,YES,NO,NO,YES,YES,NO,NO,YES,"EN,F,NL,"
0028242FOY,Chrystal,Welch,female,33,22/08/1988,7,technical,Malta,C,NO,NO,YES,NO,YES,YES,NO,NO,YES,NO,"SP,NL,GE,"
2580579RNF,Anthony,Sheets,male,64,30/06/1957,18,master,Bulgaria,13,NO,NO,NO,YES,YES,NO,YES,NO,YES,YES,"EN,NL,IT,"
5681874EAJ,Myrna,Ludwig,female,58,10/08/1963,14,bachelor,Republic of Congo,86,NO,NO,NO,NO,YES,NO,YES,YES,YES,YES,"EN,F,NL,"
9301529PNA,John,Hunter,male,28,26/11/1993,2,doctorate,Denmark,C,YES,NO,YES,NO,NO,NO,YES,NO,YES,NO,"EN,GE,"
1206576OAZ,Casey,Gee,male,41,27/03/1980,15,technical,Lithuania,47,YES,NO,YES,NO,YES,YES,YES,NO,NO,YES,"F,SP,NL,GE,IT,"
5106049CWH,James,Amos,male,46,02/08/1975,20,bachelor,China,D,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,"EN,F,"
2577909NIF,Tracy,Choi,male,58,18/10/1963,15,doctorate,Bulgaria,A,YES,YES,NO,NO,YES,YES,YES,NO,YES,YES,"F,SP,GE,IT,"
6585235SKV,Elizabeth,Dixon,female,56,27/04/1965,30,bachelor,Belgium,0,NO,NO,NO,NO,YES,NO,YES,YES,YES,YES,"GE,"
9650107PVO,David,King,male,58,07/09/1963,32,technical,Portugal,48,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO,"EN,F,SP,NL,"
2449463VGM,Joseph,Boyd,male,48,19/03/1973,22,master,Republic of Cyprus,12,NO,YES,YES,NO,NO,YES,NO,YES,YES,YES,"F,SP,NL,IT,"
9896170PPS,Loyd,Phillips,male,38,12/05/1983,12,technical,Republic of Congo,57,NO,YES,YES,YES,YES,NO,NO,YES,YES,YES,"EN,SP,GE,"
4437340LNG,Taryn,Howell,female,41,09/03/1980,14,master,Croatia,83,YES,NO,NO,YES,YES,NO,NO,YES,NO,NO,"EN,NL,GE,"
7900085JBY,Susie,Pippin,female,46,27/11/1975,11,upper secondary,Malta,B,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES,"EN,F,SP,IT,"
6624983GIA,Robert,Manning,male,20,10/01/2001,0,master,Brazil,E,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,"EN,F,SP,GE,"
9910329GUW,Jane,Taylor,female,25,26/08/1996,-1,technical,Sweden,A,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES,"EN,SP,GE,IT,"
4574984TAC,Leslie,Chan,female,41,27/03/1980,5,technical,Denmark,D,YES,YES,NO,YES,NO,NO,YES,YES,NO,NO,"EN,SP,NL,GE,IT,"
4913184ZBP,Terri,Ramey,female,46,20/03/1975,20,bachelor,Slovakia,23,YES,NO,YES,YES,YES,NO,YES,YES,YES,NO,"NL,GE,IT,"
7607404LPF,Brandon,Lizaola,male,20,29/10/2001,0,bachelor,Germany,28,YES,NO,NO,YES,YES,NO,YES,YES,NO,NO,"F,NL,GE,IT,"
6727986HGE,James,Gutierrez,male,58,25/08/1963,8,technical,Poland,B,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,"F,SP,GE,IT,"
9188410ODL,Duane,Walker,male,41,04/08/1980,15,upper secondary,Poland,25,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO,"EN,NL,IT,"
7790487OBH,Man,Schley,male,55,28/12/1965,28,master,Australia,91,YES,YES,YES,YES,NO,NO,YES,NO,YES,YES,"EN,NL,GE,IT,"
2492698XYO,John,Ainley,male,35,02/06/1986,9,upper secondary,Republic of South Africa,D,YES,NO,YES,NO,YES,YES,NO,NO,NO,YES,"NL,GE,IT,"
8753613RKL,Donald,Conner,male,31,16/05/1990,5,doctorate,Greece,74,NO,NO,NO,NO,YES,YES,YES,NO,YES,YES,"SP,GE,"
2754440MCN,William,White,male,35,16/11/1986,9,upper secondary,Greece,D,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO,"EN,NL,GE,IT,"
1658128MKS,Charlie,Copeland,male,64,21/04/1957,-1,master,Lithuania,39,NO,NO,NO,YES,NO,NO,NO,YES,YES,NO,"EN,SP,NL,"
0266872JEH,Ryan,Rivera,male,33,13/12/1987,7,technical,Italy,A,NO,YES,YES,YES,NO,YES,NO,NO,NO,NO,"EN,F,SP,GE,"
6835260NGB,Angela,Reed,female,32,23/11/1989,6,master,China,65,YES,YES,NO,YES,NO,YES,NO,YES,NO,NO,"F,SP,"
4876581NBX,Adrienne,Nieman,female,67,28/02/1954,10,upper secondary,Germany,11,YES,YES,NO,NO,NO,NO,YES,NO,NO,YES,"F,"
2985935IOO,Anthony,Oun,male,50,07/05/1971,9,bachelor,Sweden,A,YES,YES,YES,YES,NO,YES,NO,NO,YES,YES,"EN,F,SP,GE,IT,"
7592682JXW,Luis,Joseph,male,40,09/05/1981,14,technical,Greece,100,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,"NL,"
4831017CSU,Ian,Harris,male,41,09/10/1980,15,master,Latvia,47,YES,NO,YES,YES,NO,NO,NO,NO,YES,NO,"EN,F,SP,NL,"
9453214ASC,Alan,Woods,male,47,21/07/1974,9,master,Malta,D,NO,NO,NO,YES,NO,YES,YES,NO,YES,NO,"F,GE,"
5839416YHD,Leona,Hale,female,24,16/11/1997,0,master,Latvia,B,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,"EN,NL,GE,IT,"
9391786SZZ,Gary,James,male,58,04/04/1963,10,technical,Greece,A,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,"F,NL,"
8820980TMI,Marcus,Muzii,male,63,05/01/1958,15,bachelor,Netherlands,2,NO,NO,NO,YES,NO,YES,YES,YES,NO,YES,"SP,NL,"
5428742OAE,Michael,Henkes,male,54,12/03/1967,19,upper secondary,Poland,E,NO,YES,NO,YES,NO,YES,NO,YES,NO,NO,"EN,GE,IT,"
8176070YQZ,Sandra,Smith,female,61,03/07/1960,10,master,Luxembourg,40,YES,YES,YES,NO,YES,NO,YES,YES,NO,YES,"F,NL,GE,IT,"
8941437ZDG,Dan,Carlson,male,24,17/10/1997,0,doctorate,Sweden,C,YES,NO,NO,YES,NO,NO,YES,NO,NO,NO,"EN,GE,IT,"
6062333ENX,Victor,Hensley,m,44,07/07/1977,18,master,Slovakia,E,NO,NO,NO,YES,YES,NO,NO,NO,YES,YES,"SP,NL,GE,IT,"
7719848LFV,Calvin,Avellino,male,60,13/11/1961,8,technical,Republic of South Africa,2,YES,NO,NO,YES,YES,YES,NO,NO,NO,NO,"F,SP,NL,IT,"
5892602YZZ,Joe,Wilson,male,48,20/04/1973,2,doctorate,Australia,B,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,"SP,NL,IT,"
1627309DPJ,Traci,Kocher,female,42,27/12/1978,16,doctorate,Czech Republic,4,NO,NO,NO,YES,YES,YES,NO,YES,YES,NO,"F,NL,IT,"
5176031HZR,Timothy,Davis,male,53,28/02/1968,22,upper secondary,Brazil,22,NO,YES,NO,YES,NO,YES,NO,NO,YES,YES,"F,IT,"
7238249BOL,Mildred,Lebow,female,57,30/04/1964,16,technical,United Kingdom,E,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,"EN,SP,GE,"
1212637RXN,Donald,Davis,male,56,24/06/1965,19,doctorate,Australia,56,YES,NO,YES,NO,NO,YES,YES,YES,YES,NO,"F,SP,GE,IT,"
4850484GBJ,Mark,Mayes,male,34,24/01/1987,0,bachelor,USA,75,YES,YES,NO,YES,NO,YES,YES,YES,NO,NO,"F,SP,IT,"
3036325NHV,Matthew,Kent,male,38,25/12/1982,12,upper secondary,Latvia,B,YES,YES,YES,NO,YES,NO,NO,NO,YES,YES,"F,SP,NL,IT,"
8548143NMZ,Ruth,Elkin,female,34,16/08/1987,0,technical,Greece,C,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,"F,SP,IT,"
1620436BAI,Cleo,Zordan,female,64,10/08/1957,8,upper secondary,Czech Republic,47,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,"EN,F,GE,IT,"
8813470VBS,Paul,Spain,male,38,21/11/1983,12,bachelor,Malta,25,YES,YES,YES,NO,NO,YES,NO,YES,NO,YES,"F,SP,IT,"
6947038PXO,Rhonda,Childress,f,46,22/09/1975,20,upper secondary,United Kingdom,E,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,"EN,SP,GE,"
1673790RYP,Oscar,Cook,female,38,29/04/1983,12,doctorate,Republic of Cyprus,C,NO,YES,YES,YES,NO,YES,YES,NO,NO,NO,"F,GE,"
1716378GKZ,Ivy,Gebhard,female,63,06/10/1958,-1,upper secondary,Spain,72,YES,NO,NO,YES,YES,YES,YES,NO,YES,NO,"EN,NL,GE,"
1940733DYB,Alta,Walls,female,26,24/10/1995,0,bachelor,Republic of South Africa,B,NO,YES,NO,NO,NO,NO,NO,NO,YES,YES,"SP,NL,"
4651440FGX,Joy,Fair,female,62,08/06/1959,18,upper secondary,Denmark,10,NO,YES,NO,YES,YES,YES,YES,YES,YES,NO,"EN,F,SP,NL,"
8787605NME,Adrian,White,male,36,30/07/1985,10,technical,Belgium,99,NO,NO,YES,NO,YES,NO,YES,NO,NO,YES,"F,SP,NL,GE,IT,"
6499787HVM,Timmy,Parks,male,19,07/10/2002,0,doctorate,United Kingdom,B,NO,NO,NO,NO,YES,YES,YES,NO,YES,NO,"EN,GE,"
4905636EGN,Cynthia,Allred,female,63,09/03/1958,-1,technical,Luxembourg,C,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,"NL,GE,"
7290873VJT,Jane,Finley,female,54,03/05/1967,8,upper secondary,Australia,D,NO,YES,NO,YES,YES,NO,NO,YES,YES,NO,"GE,IT,"
7478070IEC,Ora,Jones,female,21,09/06/2000,0,technical,Denmark,62,YES,NO,NO,YES,NO,YES,YES,NO,NO,NO,"EN,F,SP,NL,IT,"
8569155SLT,Greg,Welch,male,47,08/03/1974,21,upper secondary,Slovakia,14,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,"EN,NL,GE,IT,"
3183327KVW,Ray,Martin,male,65,12/03/1956,19,bachelor,Malta,48,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,"NL,"
6871771FNS,Rodney,Specht,male,41,13/06/1980,1,doctorate,France,93,NO,NO,NO,NO,YES,NO,NO,NO,YES,YES,"IT,"
3131895JPN,Eduardo,Domenice,male,35,07/09/1986,9,master,Austria,36,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO,"EN,GE,"
6873172ISV,Cynthia,Cahoon,female,64,06/12/1957,35,technical,Germany,E,YES,YES,YES,YES,YES,NO,YES,NO,NO,YES,"EN,F,GE,"
2550192MKU,Vivian,Leger,female,36,29/01/1985,-1,bachelor,Luxembourg,E,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,"EN,F,SP,NL,GE,"
3110421GKF,Norman,Stutzman,male,51,18/10/1970,25,upper secondary,Hungary,10,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO,"EN,F,NL,IT,"
8751535QWP,Herman,Anchors,male,31,21/01/1990,2,technical,Hungary,9,NO,YES,YES,NO,NO,YES,YES,YES,YES,NO,"F,"
1283836FZV,Marie,Bodin,female,63,30/09/1958,22,master,Portugal,17,YES,NO,NO,NO,YES,YES,YES,NO,NO,NO,"F,SP,GE,IT,"
7760446CEE,David,Funderburke,male,21,09/04/2000,0,master,Belgium,A,YES,YES,YES,YES,NO,YES,YES,YES,NO,NO,"F,"
5959222GVK,Douglas,Booher,male,35,16/03/1986,-1,doctorate,United Kingdom,C,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,"EN,SP,"
9796256AGY,Kristopher,Howell,male,45,06/08/1976,8,doctorate,Romania,71,YES,YES,NO,YES,NO,YES,YES,NO,YES,NO,"F,SP,GE,"
4316028BUO,Frank,Hernandez,male,34,05/08/1987,8,technical,Australia,B,NO,YES,YES,YES,NO,YES,NO,YES,YES,NO,"EN,F,GE,"
3703959MIF,Johanna,Baylor,female,30,18/07/1991,4,bachelor,USA,D,NO,YES,YES,NO,NO,NO,YES,NO,NO,NO,"EN,F,GE,IT,"
0395523XNV,Marcus,Dombrowski,male,64,12/11/1957,21,upper secondary,United Kingdom,C,NO,YES,YES,YES,NO,NO,NO,NO,YES,NO,"GE,"
4380617LXH,Nancy,Dean,female,40,29/08/1981,14,technical,Brazil,E,NO,NO,YES,YES,YES,NO,NO,YES,NO,NO,"EN,F,GE,"
9476790RFY,David,Kelley,male,28,29/01/1993,2,doctorate,United Kingdom,64,NO,NO,YES,YES,NO,YES,YES,NO,NO,NO,"EN,F,GE,IT,"
6597044HOY,Edna,Childs,female,46,14/01/1975,20,master,Slovenia,40,YES,YES,NO,NO,YES,YES,NO,YES,NO,YES,"EN,SP,GE,"
3503581IAO,Harriet,Bryant,female,45,19/12/1975,17,technical,Romania,16,YES,NO,NO,YES,NO,YES,NO,YES,NO,NO,"GE,"
6356732BYN,Margaret,Johnson,female,59,22/11/1962,6,master,Croatia,C,NO,YES,YES,NO,YES,YES,YES,NO,NO,YES,"EN,F,SP,GE,IT,"
0693716ODU,Susan,Williamson,female,57,18/12/1963,26,master,Republic of Cyprus,D,YES,YES,NO,YES,NO,NO,YES,NO,NO,YES,"F,SP,NL,GE,IT,"
5669315KZR,David,Long,male,22,21/08/1999,0,upper secondary,Australia,D,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,"F,NL,GE,IT,"
9790566YII,Ruth,Sanders,female,41,26/02/1980,8,doctorate,Austria,A,YES,YES,YES,NO,YES,NO,YES,NO,YES,YES,"NL,IT,"
9659091FIS,Kevin,Boivin,male,63,31/10/1958,17,doctorate,Hungary,A,YES,NO,YES,NO,NO,NO,NO,YES,YES,NO,"F,IT,"
1133215GDD,Thomas,Lucas,male,67,21/10/1954,34,bachelor,Sweden,60,NO,YES,YES,YES,YES,NO,NO,NO,YES,YES,
2296219WHR,Tarah,Brown,female,18,28/06/2003,0,master,Republic of South Africa,C,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,"NL,"
5309107HII,Alex,Armstead,male,20,25/10/2001,0,doctorate,Finland,43,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,"EN,"
3960054HZE,Tony,Garcia,male,45,25/07/1976,2,master,Republic of Cyprus,A,YES,NO,YES,NO,YES,YES,YES,YES,NO,NO,"EN,F,SP,GE,"
8909118VXA,Martha,Joiner,female,50,01/08/1971,24,bachelor,Slovenia,83,NO,YES,NO,YES,YES,YES,YES,YES,YES,NO,"EN,F,SP,"
4146353MMO,Raymond,Leonard,male,28,02/03/1993,2,master,Ireland,78,YES,YES,NO,NO,NO,YES,NO,YES,YES,NO,"F,IT,"
0894871SIO,Ann,Griffith,female,39,05/11/1982,13,doctorate,Hungary,B,NO,NO,YES,NO,NO,YES,YES,YES,YES,NO,"F,NL,"
2615280LXE,Gladys,Burk,female,64,02/02/1957,7,technical,Lithuania,41,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO,"EN,"
0500350PTW,Sallie,Gatlin,female,42,22/07/1979,8,bachelor,Lithuania,C,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,"NL,GE,"
7885771LDM,Diane,Wilson,female,63,22/11/1958,22,upper secondary,Slovenia,D,YES,NO,NO,NO,YES,NO,YES,NO,YES,NO,"EN,"
0939456DFF,Alan,Stracke,m,23,04/05/1998,0,technical,Croatia,99,NO,YES,YES,YES,NO,NO,NO,NO,NO,YES,"EN,SP,NL,IT,"
5601078MOT,Esperanza,Groom,female,32,22/10/1989,6,bachelor,Italy,36,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,"F,IT,"
0102903LYN,Marsha,Jaworski,female,28,24/07/1993,2,master,Poland,32,NO,NO,YES,NO,YES,NO,NO,YES,YES,NO,"EN,SP,NL,IT,"
0710370QZU,Jeff,Pounds,m,58,29/09/1963,26,bachelor,Croatia,41,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,"F,GE,IT,"
8406782ZMP,Carol,Mccabe,female,66,09/07/1955,25,technical,Hungary,82,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,"EN,F,SP,NL,IT,"
6679401RAV,Alline,Rooney,female,27,01/05/1994,1,upper secondary,Spain,44,NO,YES,YES,NO,YES,YES,YES,YES,YES,YES,"GE,IT,"
6852794EGV,John,Steelman,male,23,17/04/1998,0,doctorate,Germany,A,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,"F,NL,IT,"
9114645KVW,Kristen,Huckabaa,female,46,27/06/1975,14,doctorate,Romania,13,YES,NO,YES,NO,YES,NO,YES,YES,YES,NO,"F,SP,NL,GE,IT,"
4975571RZN,Robert,Lefebvre,male,32,20/05/1989,6,technical,Finland,54,NO,YES,NO,NO,YES,YES,YES,NO,NO,NO,"SP,NL,GE,"
7057435JZX,Colleen,Colemen,female,53,28/03/1968,27,upper secondary,France,D,YES,NO,YES,YES,YES,YES,YES,NO,YES,YES,"EN,F,"
6904399UUP,Charles,Hunnell,male,62,20/03/1959,32,technical,France,42,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO,"EN,SP,GE,IT,"
2119976YVM,Lawrence,Smith,male,63,02/11/1958,25,technical,France,B,NO,YES,NO,NO,NO,NO,YES,YES,YES,YES,"NL,"
1966730GGW,Jeanne,Parrish,female,18,27/12/2002,-1,technical,Republic of South Africa,57,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,"GE,"
4281638KLQ,Stephanie,Vasta,female,65,11/08/1956,17,master,Slovakia,E,YES,NO,NO,YES,YES,YES,NO,YES,YES,NO,"EN,F,SP,"
5297735AOK,Curt,Randell,male,29,12/09/1992,3,upper secondary,Republic of South Africa,C,NO,YES,YES,YES,NO,NO,NO,NO,YES,YES,"SP,NL,GE,IT,"
0429989JYD,Jeanette,Evans,female,49,12/04/1972,23,bachelor,Finland,C,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,"F,IT,"
