RecID,First Name,Surname,Gender,Age,Date of birth,Years of experience,Education level,Country,Grade,Performance,Assembly,Machining,Welding,Additive,Painting,Control,Quality,Planning,Services,Shipping,Spoken languages,Intended department
2842508UXJ,Gordon,Trofholz,male,53,1968-08-26,4,doctorate,EU,E,10,YES,YES,NO,NO,YES,YES,YES,YES,NO,YES,"EN,NL,GE,",
6407734INU,Amy,Valen,female,58,1963-05-28,21,technical,EU,A,98,NO,YES,NO,YES,NO,YES,NO,YES,YES,NO,"EN,F,GE,",
8639687TJH,Brian,Melendez,male,19,2002-01-25,0,master,EU,B,69,YES,YES,YES,NO,NO,YES,NO,YES,YES,NO,"EN,F,SP,NL,GE,IT,",
8636664BJQ,Sheree,Tedder,female,48,1972-12-26,22,upper secondary,EU,E,12,NO,YES,NO,YES,YES,NO,YES,NO,NO,YES,"SP,NL,",
8528023DJH,Stephanie,Terry,female,65,1956-04-18,23,master,EU,D,30,YES,NO,NO,YES,YES,NO,NO,YES,YES,NO,"F,IT,",
2480052ESX,Donald,Helmer,male,59,1962-04-14,23,master,Republic of South Africa,E,10,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,"EN,NL,IT,",
3880281VKC,Herbert,Pollard,male,25,1996-07-07,0,master,EU,D,30,YES,NO,YES,NO,NO,NO,NO,NO,NO,YES,"F,NL,GE,",
3264904CFO,Mary,Sobus,female,34,1987-07-15,8,technical,Republic of Congo,E,10,YES,YES,NO,NO,NO,NO,YES,YES,YES,NO,"EN,NL,GE,IT,",
2550084TUM,Chelsea,Eastwood,female,62,1959-10-23,34,upper secondary,EU,A,90,NO,YES,YES,YES,NO,YES,YES,NO,YES,YES,"SP,GE,IT,",
9920442SSB,Gregory,Overman,male,22,1999-07-19,0,technical,EU,E,11,YES,NO,YES,YES,NO,YES,YES,NO,NO,NO,"SP,NL,",
0245769NFQ,Dorothy,Acres,female,59,1962-05-07,11,doctorate,Republic of Cyprus,E,10,NO,YES,YES,NO,YES,NO,YES,NO,NO,NO,"EN,NL,IT,",
2779316ZCW,Penny,Clement,female,21,2000-06-11,0,upper secondary,EU,E,10,NO,YES,YES,NO,YES,YES,NO,NO,YES,NO,"SP,NL,GE,",
1665130YSS,Ray,Fernandez,male,22,1999-12-08,0,bachelor,EU,A,85,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,"EN,SP,GE,",
4262189RBW,Fred,Greenwood,male,63,1958-11-07,34,master,USA,A,90,YES,NO,YES,NO,YES,YES,YES,NO,NO,NO,"SP,GE,IT,",
3299395WAW,Mike,Richards,male,63,1958-07-08,32,technical,EU,A,90,YES,NO,YES,NO,NO,NO,YES,NO,NO,YES,"SP,NL,IT,",
6101793PIJ,Kevin,Landaker,male,39,1982-06-18,12,bachelor,EU,B,68,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,"F,SP,NL,GE,IT,",
0440159BAX,Shelley,Mcguire,female,28,1993-09-15,2,upper secondary,EU,A,97,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,"EN,",
4171044DNF,James,Davidson,male,57,1964-11-15,22,upper secondary,EU,B,66,YES,NO,YES,NO,NO,NO,YES,NO,YES,YES,"F,SP,NL,IT,",
2847773RJO,Teresa,Lawson,female,52,1969-08-06,22,technical,EU,A,100,NO,YES,YES,NO,YES,NO,YES,NO,NO,YES,"EN,SP,GE,",
1620091COB,John,Jennings,male,52,1969-10-31,15,doctorate,EU,E,8,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO,"EN,IT,",
3741017FNN,Billie,Hurst,female,54,1967-06-20,28,master,EU,E,10,YES,NO,NO,NO,YES,YES,YES,YES,YES,YES,"EN,SP,NL,GE,IT,",
7159864KOD,William,Wright,male,61,1960-11-17,5,upper secondary,EU,B,70,YES,YES,NO,YES,NO,YES,YES,NO,NO,YES,"NL,",
0848057VVW,Bernard,Sanchez,male,38,1983-11-16,12,upper secondary,United Kingdom,C,42,NO,YES,NO,YES,NO,NO,NO,NO,YES,YES,"EN,F,NL,GE,IT,",
6809125BWA,Nancy,Walls,female,65,1956-06-19,30,master,Brazil,B,70,NO,YES,YES,NO,NO,YES,YES,NO,YES,YES,"SP,NL,GE,",
8880548KME,Steven,May,male,64,1957-04-21,7,master,EU,E,10,NO,YES,NO,YES,NO,YES,YES,YES,YES,YES,"GE,IT,",
0167569WAG,Bill,Sifre,male,40,1981-06-15,2,master,EU,A,87,YES,YES,NO,NO,YES,NO,YES,NO,NO,NO,"EN,GE,",
4362241ABL,Clarence,Talbert,male,44,1977-05-30,18,master,EU,B,61,NO,NO,NO,YES,NO,NO,YES,NO,NO,YES,"EN,F,SP,",
3857324DZX,Ella,Theuret,female,65,1956-01-28,8,bachelor,EU,E,10,YES,NO,NO,YES,YES,YES,YES,YES,YES,NO,"F,SP,NL,IT,",
6887799TVQ,Brittani,Hutt,female,46,1975-03-17,18,technical,EU,C,50,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,"F,NL,GE,",
0494061XGD,Richard,Edwards,male,18,2003-04-20,0,doctorate,EU,C,50,NO,NO,YES,NO,YES,NO,NO,YES,YES,YES,"EN,F,NL,",
5641561XDF,Doris,Earley,female,55,1966-02-21,26,master,Brazil,E,10,YES,NO,NO,NO,NO,NO,NO,YES,NO,YES,"EN,SP,NL,GE,IT,",
1594758GDR,Margaret,Sollie,female,37,1984-12-08,11,bachelor,Australia,E,4,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,"EN,NL,",
7040316OMA,Carlos,Jacobsen,male,30,1991-11-15,4,upper secondary,EU,C,52,YES,NO,NO,YES,YES,NO,NO,YES,NO,YES,"F,SP,IT,",
5304393NEP,Mary,Garcia,female,49,1972-07-04,23,technical,Republic of Congo,C,57,NO,NO,YES,NO,NO,YES,YES,YES,NO,YES,"NL,GE,",
1808872IHP,Yasmine,Harris,female,37,1984-07-08,11,doctorate,EU,B,70,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,"EN,F,SP,NL,IT,",
9400605UBU,Vernon,Jaillet,male,42,1979-06-06,16,doctorate,EU,D,34,YES,YES,NO,NO,YES,YES,YES,YES,NO,YES,"EN,F,SP,NL,IT,",
0070373OAF,Marsha,Beck,female,66,1955-02-16,12,technical,EU,A,90,NO,NO,NO,YES,NO,YES,YES,YES,NO,NO,"EN,NL,GE,IT,",
2948739MGK,Benny,Habicht,male,26,1995-07-06,0,technical,EU,C,50,NO,YES,YES,YES,YES,NO,NO,YES,YES,NO,"EN,F,NL,GE,IT,",
1892877HHH,Amanda,Jackson,female,33,1988-09-21,7,master,EU,B,70,NO,YES,NO,YES,NO,NO,NO,YES,NO,YES,"SP,NL,GE,",
4255989WTQ,Velma,Woodyard,female,40,1981-04-26,12,technical,EU,E,7,NO,YES,NO,YES,NO,YES,NO,YES,NO,YES,"EN,GE,",
7882707YAH,Billy,Heitzman,male,51,1970-02-12,25,technical,EU,D,22,YES,YES,NO,YES,YES,NO,NO,NO,YES,YES,"NL,GE,IT,",
7671216JSU,Robert,Jewell,male,41,1980-01-31,15,upper secondary,EU,D,30,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,"F,NL,GE,IT,",
1294552BTR,Nancy,Stanley,female,22,1999-03-02,0,doctorate,EU,D,30,YES,NO,YES,NO,NO,YES,YES,YES,NO,YES,"F,SP,NL,IT,",
3337182MFP,Lawrence,Beverly,male,48,1973-04-07,2,master,EU,D,29,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,"EN,GE,",
1249845JKM,Roger,Miner,male,59,1962-03-17,33,doctorate,EU,E,10,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,"GE,IT,",
2300123UGH,John,Dance,male,20,2001-05-21,0,technical,EU,A,90,YES,NO,YES,NO,NO,YES,YES,YES,NO,NO,"EN,F,SP,NL,IT,",
5478842MIF,John,Bedard,male,56,1965-09-13,23,doctorate,EU,B,76,YES,NO,YES,NO,NO,YES,YES,NO,NO,YES,"EN,F,NL,",
0028242FOY,Chrystal,Welch,female,33,1988-08-22,7,technical,EU,C,50,NO,NO,YES,NO,YES,YES,NO,NO,YES,NO,"SP,NL,GE,",
2580579RNF,Anthony,Sheets,male,64,1957-06-30,18,master,EU,E,13,NO,NO,NO,YES,YES,NO,YES,NO,YES,YES,"EN,NL,IT,",
5681874EAJ,Myrna,Ludwig,female,58,1963-10-08,14,bachelor,Republic of Congo,A,86,NO,NO,NO,NO,YES,NO,YES,YES,YES,YES,"EN,F,NL,",
9301529PNA,John,Hunter,male,28,1993-11-26,2,doctorate,EU,C,50,YES,NO,YES,NO,NO,NO,YES,NO,YES,NO,"EN,GE,",
1206576OAZ,Casey,Gee,male,41,1980-03-27,15,technical,EU,C,47,YES,NO,YES,NO,YES,YES,YES,NO,NO,YES,"F,SP,NL,GE,IT,",
5106049CWH,James,Amos,male,46,1975-02-08,20,bachelor,China,D,30,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,"EN,F,",
2577909NIF,Tracy,Choi,male,58,1963-10-18,15,doctorate,EU,A,90,YES,YES,NO,NO,YES,YES,YES,NO,YES,YES,"F,SP,GE,IT,",
6585235SKV,Elizabeth,Dixon,female,56,1965-04-27,30,bachelor,EU,,0,NO,NO,NO,NO,YES,NO,YES,YES,YES,YES,"GE,",
9650107PVO,David,King,male,58,1963-07-09,32,technical,EU,C,48,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO,"EN,F,SP,NL,",
2449463VGM,Joseph,Boyd,male,48,1973-03-19,22,master,Republic of Cyprus,E,12,NO,YES,YES,NO,NO,YES,NO,YES,YES,YES,"F,SP,NL,IT,",
9896170PPS,Loyd,Phillips,male,38,1983-12-05,12,technical,Republic of Congo,C,57,NO,YES,YES,YES,YES,NO,NO,YES,YES,YES,"EN,SP,GE,",
4437340LNG,Taryn,Howell,female,41,1980-09-03,14,master,EU,A,83,YES,NO,NO,YES,YES,NO,NO,YES,NO,NO,"EN,NL,GE,",
7900085JBY,Susie,Pippin,female,46,1975-11-27,11,upper secondary,EU,B,70,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES,"EN,F,SP,IT,",
6624983GIA,Robert,Manning,male,20,2001-10-01,0,master,Brazil,E,10,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,"EN,F,SP,GE,",
9910329GUW,Jane,Taylor,female,25,1996-08-26,0,technical,EU,A,90,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES,"EN,SP,GE,IT,",
4574984TAC,Leslie,Chan,female,41,1980-03-27,5,technical,EU,D,30,YES,YES,NO,YES,NO,NO,YES,YES,NO,NO,"EN,SP,NL,GE,IT,",
4913184ZBP,Terri,Ramey,female,46,1975-03-20,20,bachelor,EU,D,23,YES,NO,YES,YES,YES,NO,YES,YES,YES,NO,"NL,GE,IT,",
7607404LPF,Brandon,Lizaola,male,20,2001-10-29,0,bachelor,EU,D,28,YES,NO,NO,YES,YES,NO,YES,YES,NO,NO,"F,NL,GE,IT,",
6727986HGE,James,Gutierrez,male,58,1963-08-25,8,technical,EU,B,70,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,"F,SP,GE,IT,",
9188410ODL,Duane,Walker,male,41,1980-04-08,15,upper secondary,EU,D,25,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO,"EN,NL,IT,",
7790487OBH,Man,Schley,male,55,1965-12-28,28,master,Australia,A,91,YES,YES,YES,YES,NO,NO,YES,NO,YES,YES,"EN,NL,GE,IT,",
2492698XYO,John,Ainley,male,35,1986-02-06,9,upper secondary,Republic of South Africa,D,30,YES,NO,YES,NO,YES,YES,NO,NO,NO,YES,"NL,GE,IT,",
8753613RKL,Donald,Conner,male,31,1990-05-16,5,doctorate,EU,B,74,NO,NO,NO,NO,YES,YES,YES,NO,YES,YES,"SP,GE,",
2754440MCN,William,White,male,35,1986-11-16,9,upper secondary,EU,D,30,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO,"EN,NL,GE,IT,",
1658128MKS,Charlie,Copeland,male,64,1957-04-21,0,master,EU,D,39,NO,NO,NO,YES,NO,NO,NO,YES,YES,NO,"EN,SP,NL,",
0266872JEH,Ryan,Rivera,male,33,1987-12-13,7,technical,EU,A,90,NO,YES,YES,YES,NO,YES,NO,NO,NO,NO,"EN,F,SP,GE,",
6835260NGB,Angela,Reed,female,32,1989-11-23,6,master,China,B,65,YES,YES,NO,YES,NO,YES,NO,YES,NO,NO,"F,SP,",
4876581NBX,Adrienne,Nieman,female,67,1954-02-28,10,upper secondary,EU,E,11,YES,YES,NO,NO,NO,NO,YES,NO,NO,YES,"F,",
2985935IOO,Anthony,Oun,male,50,1971-07-05,9,bachelor,EU,A,90,YES,YES,YES,YES,NO,YES,NO,NO,YES,YES,"EN,F,SP,GE,IT,",
7592682JXW,Luis,Joseph,male,40,1981-09-05,14,technical,EU,A,100,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,"NL,",
4831017CSU,Ian,Harris,male,41,1980-09-10,15,master,EU,C,47,YES,NO,YES,YES,NO,NO,NO,NO,YES,NO,"EN,F,SP,NL,",
9453214ASC,Alan,Woods,male,47,1974-07-21,9,master,EU,D,30,NO,NO,NO,YES,NO,YES,YES,NO,YES,NO,"F,GE,",
5839416YHD,Leona,Hale,female,24,1997-11-16,0,master,EU,B,70,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,"EN,NL,GE,IT,",
9391786SZZ,Gary,James,male,58,1963-04-04,10,technical,EU,A,90,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,"F,NL,",
8820980TMI,Marcus,Muzii,male,63,1958-05-01,15,bachelor,EU,E,2,NO,NO,NO,YES,NO,YES,YES,YES,NO,YES,"SP,NL,",
5428742OAE,Michael,Henkes,male,54,1967-12-03,19,upper secondary,EU,E,10,NO,YES,NO,YES,NO,YES,NO,YES,NO,NO,"EN,GE,IT,",
8176070YQZ,Sandra,Smith,female,61,1960-03-07,10,master,EU,D,40,YES,YES,YES,NO,YES,NO,YES,YES,NO,YES,"F,NL,GE,IT,",
8941437ZDG,Dan,Carlson,male,24,1997-10-17,0,doctorate,EU,C,50,YES,NO,NO,YES,NO,NO,YES,NO,NO,NO,"EN,GE,IT,",
6062333ENX,Victor,Hensley,male,44,1977-07-07,18,master,EU,E,10,NO,NO,NO,YES,YES,NO,NO,NO,YES,YES,"SP,NL,GE,IT,",
7719848LFV,Calvin,Avellino,male,60,1961-11-13,8,technical,Republic of South Africa,E,2,YES,NO,NO,YES,YES,YES,NO,NO,NO,NO,"F,SP,NL,IT,",
5892602YZZ,Joe,Wilson,male,48,1973-04-20,2,doctorate,Australia,B,70,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,"SP,NL,IT,",
1627309DPJ,Traci,Kocher,female,42,1978-12-27,16,doctorate,Czech Republic,E,4,NO,NO,NO,YES,YES,YES,NO,YES,YES,NO,"F,NL,IT,",
5176031HZR,Timothy,Davis,male,53,1968-02-28,22,upper secondary,Brazil,D,22,NO,YES,NO,YES,NO,YES,NO,NO,YES,YES,"F,IT,",
7238249BOL,Mildred,Lebow,female,57,1964-04-30,16,technical,United Kingdom,E,10,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,"EN,SP,GE,",
1212637RXN,Donald,Davis,male,56,1965-06-24,19,doctorate,Australia,C,56,YES,NO,YES,NO,NO,YES,YES,YES,YES,NO,"F,SP,GE,IT,",
4850484GBJ,Mark,Mayes,male,34,1987-01-24,0,bachelor,USA,B,75,YES,YES,NO,YES,NO,YES,YES,YES,NO,NO,"F,SP,IT,",
3036325NHV,Matthew,Kent,male,38,1982-12-25,12,upper secondary,EU,B,70,YES,YES,YES,NO,YES,NO,NO,NO,YES,YES,"F,SP,NL,IT,",
8548143NMZ,Ruth,Elkin,female,34,1987-08-16,0,technical,EU,C,50,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,"F,SP,IT,",
1620436BAI,Cleo,Zordan,female,64,1957-10-08,8,upper secondary,Czech Republic,C,47,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,"EN,F,GE,IT,",
8813470VBS,Paul,Spain,male,38,1983-11-21,12,bachelor,EU,D,25,YES,YES,YES,NO,NO,YES,NO,YES,NO,YES,"F,SP,IT,",
6947038PXO,Rhonda,Childress,female,46,1975-09-22,20,upper secondary,United Kingdom,E,10,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,"EN,SP,GE,",
1673790RYP,Oscar,Cook,female,38,1983-04-29,12,doctorate,Republic of Cyprus,C,50,NO,YES,YES,YES,NO,YES,YES,NO,NO,NO,"F,GE,",
1716378GKZ,Ivy,Gebhard,female,63,1958-06-10,0,upper secondary,EU,B,72,YES,NO,NO,YES,YES,YES,YES,NO,YES,NO,"EN,NL,GE,",
1940733DYB,Alta,Walls,female,26,1995-10-24,0,bachelor,Republic of South Africa,B,70,NO,YES,NO,NO,NO,NO,NO,NO,YES,YES,"SP,NL,",
4651440FGX,Joy,Fair,female,62,1959-08-06,18,upper secondary,EU,E,10,NO,YES,NO,YES,YES,YES,YES,YES,YES,NO,"EN,F,SP,NL,",
8787605NME,Adrian,White,male,36,1985-07-30,10,technical,EU,A,99,NO,NO,YES,NO,YES,NO,YES,NO,NO,YES,"F,SP,NL,GE,IT,",
6499787HVM,Timmy,Parks,male,19,2002-07-10,0,doctorate,United Kingdom,B,70,NO,NO,NO,NO,YES,YES,YES,NO,YES,NO,"EN,GE,",
4905636EGN,Cynthia,Allred,female,63,1958-09-03,0,technical,EU,C,50,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,"NL,GE,",
7290873VJT,Jane,Finley,female,54,1967-03-05,8,upper secondary,Australia,D,30,NO,YES,NO,YES,YES,NO,NO,YES,YES,NO,"GE,IT,",
7478070IEC,Ora,Jones,female,21,2000-09-06,0,technical,EU,B,62,YES,NO,NO,YES,NO,YES,YES,NO,NO,NO,"EN,F,SP,NL,IT,",
8569155SLT,Greg,Welch,male,47,1974-08-03,21,upper secondary,EU,E,14,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,"EN,NL,GE,IT,",
3183327KVW,Ray,Martin,male,65,1956-12-03,19,bachelor,EU,C,48,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,"NL,",
6871771FNS,Rodney,Specht,male,41,1980-06-13,1,doctorate,EU,A,93,NO,NO,NO,NO,YES,NO,NO,NO,YES,YES,"IT,",
3131895JPN,Eduardo,Domenice,male,35,1986-07-09,9,master,EU,D,36,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO,"EN,GE,",
6873172ISV,Cynthia,Cahoon,female,64,1957-06-12,35,technical,EU,E,10,YES,YES,YES,YES,YES,NO,YES,NO,NO,YES,"EN,F,GE,",
2550192MKU,Vivian,Leger,female,36,1985-01-29,0,bachelor,EU,E,10,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,"EN,F,SP,NL,GE,",
3110421GKF,Norman,Stutzman,male,51,1970-10-18,25,upper secondary,EU,E,10,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO,"EN,F,NL,IT,",
8751535QWP,Herman,Anchors,male,31,1990-01-21,2,technical,EU,E,9,NO,YES,YES,NO,NO,YES,YES,YES,YES,NO,"F,",
1283836FZV,Marie,Bodin,female,63,1958-09-30,22,master,EU,E,17,YES,NO,NO,NO,YES,YES,YES,NO,NO,NO,"F,SP,GE,IT,",
7760446CEE,David,Funderburke,male,21,2000-09-04,0,master,EU,A,90,YES,YES,YES,YES,NO,YES,YES,YES,NO,NO,"F,",
5959222GVK,Douglas,Booher,male,35,1986-03-16,0,doctorate,United Kingdom,C,50,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,"EN,SP,",
9796256AGY,Kristopher,Howell,male,45,1976-06-08,8,doctorate,EU,B,71,YES,YES,NO,YES,NO,YES,YES,NO,YES,NO,"F,SP,GE,",
4316028BUO,Frank,Hernandez,male,34,1987-05-08,8,technical,Australia,B,70,NO,YES,YES,YES,NO,YES,NO,YES,YES,NO,"EN,F,GE,",
3703959MIF,Johanna,Baylor,female,30,1991-07-18,4,bachelor,USA,D,30,NO,YES,YES,NO,NO,NO,YES,NO,NO,NO,"EN,F,GE,IT,",
0395523XNV,Marcus,Dombrowski,male,64,1957-12-11,21,upper secondary,United Kingdom,C,50,NO,YES,YES,YES,NO,NO,NO,NO,YES,NO,"GE,",
4380617LXH,Nancy,Dean,female,40,1981-08-29,14,technical,Brazil,E,10,NO,NO,YES,YES,YES,NO,NO,YES,NO,NO,"EN,F,GE,",
9476790RFY,David,Kelley,male,28,1993-01-29,2,doctorate,United Kingdom,B,64,NO,NO,YES,YES,NO,YES,YES,NO,NO,NO,"EN,F,GE,IT,",
6597044HOY,Edna,Childs,female,46,1975-01-14,20,master,EU,D,40,YES,YES,NO,NO,YES,YES,NO,YES,NO,YES,"EN,SP,GE,",
3503581IAO,Harriet,Bryant,female,45,1975-12-19,17,technical,EU,E,16,YES,NO,NO,YES,NO,YES,NO,YES,NO,NO,"GE,",
6356732BYN,Margaret,Johnson,female,59,1962-11-22,6,master,EU,C,50,NO,YES,YES,NO,YES,YES,YES,NO,NO,YES,"EN,F,SP,GE,IT,",
0693716ODU,Susan,Williamson,female,57,1963-12-18,26,master,Republic of Cyprus,D,30,YES,YES,NO,YES,NO,NO,YES,NO,NO,YES,"F,SP,NL,GE,IT,",
5669315KZR,David,Long,male,22,1999-08-21,0,upper secondary,Australia,D,30,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,"F,NL,GE,IT,",
9790566YII,Ruth,Sanders,female,41,1980-02-26,8,doctorate,EU,A,90,YES,YES,YES,NO,YES,NO,YES,NO,YES,YES,"NL,IT,",
9659091FIS,Kevin,Boivin,male,63,1958-10-31,17,doctorate,EU,A,90,YES,NO,YES,NO,NO,NO,NO,YES,YES,NO,"F,IT,",
2296219WHR,Tarah,Brown,female,18,2003-06-28,0,master,Republic of South Africa,C,50,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,"NL,",
5309107HII,Alex,Armstead,male,20,2001-10-25,0,doctorate,EU,C,43,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,"EN,",
3960054HZE,Tony,Garcia,male,45,1976-07-25,2,master,Republic of Cyprus,A,90,YES,NO,YES,NO,YES,YES,YES,YES,NO,NO,"EN,F,SP,GE,",
8909118VXA,Martha,Joiner,female,50,1971-01-08,24,bachelor,EU,A,83,NO,YES,NO,YES,YES,YES,YES,YES,YES,NO,"EN,F,SP,",finance
4146353MMO,Raymond,Leonard,male,28,1993-02-03,2,master,EU,B,78,YES,YES,NO,NO,NO,YES,NO,YES,YES,NO,"F,IT,",
0894871SIO,Ann,Griffith,female,39,1982-05-11,13,doctorate,EU,B,70,NO,NO,YES,NO,NO,YES,YES,YES,YES,NO,"F,NL,",
2615280LXE,Gladys,Burk,female,64,1957-02-02,7,technical,EU,C,41,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO,"EN,",
0500350PTW,Sallie,Gatlin,female,42,1979-07-22,8,bachelor,EU,C,50,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,"NL,GE,",
7885771LDM,Diane,Wilson,female,63,1958-11-22,22,upper secondary,EU,D,30,YES,NO,NO,NO,YES,NO,YES,NO,YES,NO,"EN,",
0939456DFF,Alan,Stracke,male,23,1998-04-05,0,technical,EU,A,99,NO,YES,YES,YES,NO,NO,NO,NO,NO,YES,"EN,SP,NL,IT,",
5601078MOT,Esperanza,Groom,female,32,1989-10-22,6,bachelor,EU,D,36,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,"F,IT,",
0102903LYN,Marsha,Jaworski,female,28,1993-07-24,2,master,EU,D,32,NO,NO,YES,NO,YES,NO,NO,YES,YES,NO,"EN,SP,NL,IT,",
0710370QZU,Jeff,Pounds,male,58,1963-09-29,26,bachelor,EU,C,41,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,"F,GE,IT,",
8406782ZMP,Carol,Mccabe,female,66,1955-09-07,25,technical,EU,A,82,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,"EN,F,SP,NL,IT,",
6679401RAV,Alline,Rooney,female,27,1994-01-05,1,upper secondary,EU,C,44,NO,YES,YES,NO,YES,YES,YES,YES,YES,YES,"GE,IT,",
6852794EGV,John,Steelman,male,23,1998-04-17,0,doctorate,EU,A,90,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,"F,NL,IT,",
9114645KVW,Kristen,Huckabaa,female,46,1975-06-27,14,doctorate,EU,E,13,YES,NO,YES,NO,YES,NO,YES,YES,YES,NO,"F,SP,NL,GE,IT,",
4975571RZN,Robert,Lefebvre,male,32,1989-05-20,6,technical,EU,C,54,NO,YES,NO,NO,YES,YES,YES,NO,NO,NO,"SP,NL,GE,",
7057435JZX,Colleen,Colemen,female,53,1968-03-28,27,upper secondary,EU,D,30,YES,NO,YES,YES,YES,YES,YES,NO,YES,YES,"EN,F,",
6904399UUP,Charles,Hunnell,male,62,1959-03-20,32,technical,EU,C,42,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO,"EN,SP,GE,IT,",
2119976YVM,Lawrence,Smith,male,63,1958-02-11,25,technical,EU,B,70,NO,YES,NO,NO,NO,NO,YES,YES,YES,YES,"NL,",
1966730GGW,Jeanne,Parrish,female,18,2002-12-27,0,technical,Republic of South Africa,C,57,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,"GE,",
4281638KLQ,Stephanie,Vasta,female,65,1956-11-08,17,master,EU,E,10,YES,NO,NO,YES,YES,YES,NO,YES,YES,NO,"EN,F,SP,",
5297735AOK,Curt,Randell,male,29,1992-12-09,3,upper secondary,Republic of South Africa,C,50,NO,YES,YES,YES,NO,NO,NO,NO,YES,YES,"SP,NL,GE,IT,",
0429989JYD,Jeanette,Evans,female,49,1972-12-04,23,bachelor,EU,C,50,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,"F,IT,",
